song_name,track_spotify_id,spotify_track_link,thumbnail_link,artist_name,artist_id,artist_link,acousticness,danceability,duration_ms,energy,speechiness,tempo,time_signature,valence,key,instrumentalness,liveness,loudness,mode,Romantic Ballad,Dance Pop,Sad Ballad,Folk Fusion,Classical Fusion,Qawwali,Sufi,Party Anthem,Patriotic,Rock Fusion,Item Number,Lyrical Rap,Devotional,Ghazal,Retro,Comedy,Motivational,Wedding,Festival
Sadka,4dPeCbg2Op44s9kwyMS3ZT,https://open.spotify.com/track/4dPeCbg2Op44s9kwyMS3ZT,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.232,0.678,343587.0,0.547,0.0286,143.892,4.0,0.579,7.0,0.000176,0.0785,-6.89,1.0,1.0,,,,,,,,,,,,,,,,,,
Surili Akhiyon Wale,1la0ICQBLfO0lyqsWNwG7l,https://open.spotify.com/track/1la0ICQBLfO0lyqsWNwG7l,https://i.scdn.co/image/ab67616d0000b2730274bdd4aca5b84e3f9dca39,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,0.407,0.517,331747.0,0.561,0.0303,75.977,4.0,0.448,4.0,0.0,0.0853,-5.777,1.0,1.0,,,,,,,,,,,,,,,,,,
Hona Tha Pyar,0KSOLEBixnBYIKNHF1VbzF,https://open.spotify.com/track/0KSOLEBixnBYIKNHF1VbzF,https://i.scdn.co/image/ab67616d0000b27371ef95ca0f8a1270a3cebc05,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.571,0.687,221987.0,0.542,0.0307,102.994,4.0,0.782,4.0,0.0307,0.118,-8.689,1.0,1.0,,,,,,,,,,,,,,,,,,
Zehnaseeb,3xF15SqY32Mno3UUMBirhU,https://open.spotify.com/track/3xF15SqY32Mno3UUMBirhU,https://i.scdn.co/image/ab67616d0000b2732025db071cd9dd7e8023e01e,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.361,0.623,217440.0,0.595,0.0331,78.029,4.0,0.418,7.0,0.000136,0.353,-6.342,1.0,1.0,,,,,,,,,,,,,,,,,,
Rait Zara Si,3gOXq3FPPesm7VLPKmef6j,https://open.spotify.com/track/3gOXq3FPPesm7VLPKmef6j,https://i.scdn.co/image/ab67616d0000b2736caa5200eff5e7432e4bcb0d,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.781,0.563,291462.0,0.495,0.0362,125.998,4.0,0.244,2.0,0.0,0.0837,-10.272,1.0,,,,,,,,,,,,,,,,,,,
Tu / You,4L6hCEc9xFf01U4d66JzK0,https://open.spotify.com/track/4L6hCEc9xFf01U4d66JzK0,https://i.scdn.co/image/ab67616d0000b273d5fb91faa0124cdd3f6e284a,Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,https://open.spotify.com/artist/4IKVDbCSBTxBeAsMKjAuTs,0.792,0.717,142511.0,0.471,0.0348,110.026,4.0,0.426,9.0,1.24e-06,0.327,-7.971,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
"Tu Jo Mila (From ""Bajrangi Bhaijaan"")",0Gx85FNdpsYyTfHiumSJfk,https://open.spotify.com/track/0Gx85FNdpsYyTfHiumSJfk,https://i.scdn.co/image/ab67616d0000b273f8ef6c7a66a030647287e25b,KK,4fEkbug6kZzzJ8eYX6Kbbp,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,0.795,0.576,242864.0,0.591,0.0332,124.013,4.0,0.478,0.0,6.85e-05,0.266,-7.725,1.0,1.0,,,,,,,,,,,,,,,,,,
"Dekh Lena (From ""Tum Bin 2"")",41GKjlHKRumjutbPjMr0UT,https://open.spotify.com/track/41GKjlHKRumjutbPjMr0UT,https://i.scdn.co/image/ab67616d0000b27395067fdf365803513c949fe5,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.809,0.566,281525.0,0.597,0.0407,151.878,4.0,0.654,0.0,0.0117,0.297,-7.889,1.0,1.0,,,,,,,,,,,,,,,,,,
Aashiyan,7ttlemwytO21npSmLKqTBg,https://open.spotify.com/track/7ttlemwytO21npSmLKqTBg,https://i.scdn.co/image/ab67616d0000b273352f44aed6f226c6ea28b961,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.293,0.829,236373.0,0.622,0.0518,131.971,4.0,0.775,10.0,2.8e-06,0.167,-7.293,1.0,1.0,,,,,,,,,,,,,,,,,,
"Har Kisi Ko (From ""Boss)",4A7eOIbt19Wk5OXjVxE3SI,https://open.spotify.com/track/4A7eOIbt19Wk5OXjVxE3SI,https://i.scdn.co/image/ab67616d0000b2732d2263486e48ab1b41ae2466,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.478,0.553,337047.0,0.705,0.0308,95.007,4.0,0.324,3.0,0.0,0.278,-6.898,1.0,1.0,,,,,,,,,,,,,,,,,,
Is This Love,0GVPRo9LEjxjT4C4o8BGot,https://open.spotify.com/track/0GVPRo9LEjxjT4C4o8BGot,https://i.scdn.co/image/ab67616d0000b27370d1c1cddd8608784f288259,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.538,0.592,329167.0,0.816,0.0361,119.977,4.0,0.715,7.0,1.87e-06,0.102,-5.86,1.0,1.0,,,,,,,,,,,,,,,,,,
Rabba,5jOHD4c6UayVZn9Xm7IvyO,https://open.spotify.com/track/5jOHD4c6UayVZn9Xm7IvyO,https://i.scdn.co/image/ab67616d0000b2732317f776cff461790cba7222,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.197,0.292,293209.0,0.766,0.0563,82.305,4.0,0.468,11.0,0.0,0.243,-5.206,1.0,1.0,,,,,,,,,,,,,,,,,,
"I Am In Love (From ""Once Upon A Time In Mumbaai"")",111KDx9Y9OMRTynJ4WYXSo,https://open.spotify.com/track/111KDx9Y9OMRTynJ4WYXSo,https://i.scdn.co/image/ab67616d0000b273f8ef6c7a66a030647287e25b,KK,4fEkbug6kZzzJ8eYX6Kbbp,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,0.685,0.702,285109.0,0.694,0.0286,130.024,4.0,0.76,2.0,5.96e-05,0.168,-5.74,1.0,1.0,,,,,,,,,,,,,,,,,,
"Rishte Naate - From ""De Dana Dan""",6alUOXeJ3T6vi8dkN8QSbi,https://open.spotify.com/track/6alUOXeJ3T6vi8dkN8QSbi,https://i.scdn.co/image/ab67616d0000b273d769844a56f5b6227aeeac85,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,0.352,0.637,286587.0,0.825,0.0815,92.029,4.0,0.835,11.0,0.0,0.389,-6.612,1.0,1.0,,,,,,,,,,,,,,,,,,
Dil Ye Bekarar Kyun Hai,074jI4LCbzZxhm223m6ori,https://open.spotify.com/track/074jI4LCbzZxhm223m6ori,https://i.scdn.co/image/ab67616d0000b273c70accb69730972581fb5911,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.293,0.675,276178.0,0.533,0.0349,134.976,4.0,0.91,0.0,0.0,0.113,-5.62,1.0,1.0,,,,,,,,,,,,,,,,,,
"Shiddat Title Track (From ""Shiddat"")",6CTN8S2qzPwZdwwp0Nugvy,https://open.spotify.com/track/6CTN8S2qzPwZdwwp0Nugvy,https://i.scdn.co/image/ab67616d0000b273e125bce803627d192c8f6697,Manan Bhardwaj,3pQ4aA7dkolyjUAMrVScgh,https://open.spotify.com/artist/3pQ4aA7dkolyjUAMrVScgh,0.288,0.489,230876.0,0.625,0.0584,149.921,3.0,0.439,9.0,0.0,0.133,-6.497,0.0,1.0,,,,,,,,,,,,,,,,,,
Rang Lageya,7mSzDKajY2wUtstQSLdzMK,https://open.spotify.com/track/7mSzDKajY2wUtstQSLdzMK,https://i.scdn.co/image/ab67616d0000b273f6429dd1d2b1cc114020ec3c,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.504,0.651,227962.0,0.503,0.0261,108.014,4.0,0.58,4.0,0.0,0.469,-8.729,1.0,1.0,,,,,,,,,,,,,,,,,,
Humko Pyar Hua,4cltuh2RNH0LyZY9I8Vi08,https://open.spotify.com/track/4cltuh2RNH0LyZY9I8Vi08,https://i.scdn.co/image/ab67616d0000b2739f769025df6975a318f2b74a,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.39,0.574,327300.0,0.816,0.0767,90.018,4.0,0.478,2.0,0.0,0.399,-5.712,1.0,1.0,,,,,,,,,,,,,,,,,,
Gulabi,22kRCQPyNXWZSQEcDvCmGD,https://open.spotify.com/track/22kRCQPyNXWZSQEcDvCmGD,https://i.scdn.co/image/ab67616d0000b273b142294d7adcc8e4f599fe87,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,0.0648,0.673,230661.0,0.663,0.0446,124.002,4.0,0.678,4.0,1.79e-05,0.117,-10.026,1.0,1.0,,,,,,,,,,,,,,,,,,
Chitta,6JUQViD0hLXlvWXCV4uUF8,https://open.spotify.com/track/6JUQViD0hLXlvWXCV4uUF8,https://i.scdn.co/image/ab67616d0000b273e4c77dc1b6c85c754f7f136c,Manan Bhardwaj,3pQ4aA7dkolyjUAMrVScgh,https://open.spotify.com/artist/3pQ4aA7dkolyjUAMrVScgh,0.706,0.412,228189.0,0.494,0.0536,169.93,4.0,0.496,6.0,0.0,0.0772,-9.282,1.0,,,,1.0,,,,,,,,,,,,,1.0,,
"Chaandaniya (From ""2 States"")",7FsbfCdgaITFyfA51iur79,https://open.spotify.com/track/7FsbfCdgaITFyfA51iur79,https://i.scdn.co/image/ab67616d0000b273db4ebd9ad63546ef25bd40d5,Mohan Kannan,0iqFHwswV50GDerCAjulem,https://open.spotify.com/artist/0iqFHwswV50GDerCAjulem,0.301,0.567,247862.0,0.546,0.0405,113.806,4.0,0.401,4.0,1.69e-06,0.129,-8.316,1.0,1.0,,,,,,,,,,,,,,,,,,
Yun Hi,4EHa33GDXoVWGXYOO3cEGm,https://open.spotify.com/track/4EHa33GDXoVWGXYOO3cEGm,https://i.scdn.co/image/ab67616d0000b27388cd0451da5de305f16ae6f9,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.494,0.538,259500.0,0.512,0.0359,139.856,4.0,0.567,8.0,0.0,0.108,-7.909,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tera Hua (From ""Loveyatri"")",3zqFsowz5iGbYIxZW5KlKw,https://open.spotify.com/track/3zqFsowz5iGbYIxZW5KlKw,https://i.scdn.co/image/ab67616d0000b273f4843fef4cef40cd84e550ad,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.351,0.426,214002.0,0.688,0.0443,118.586,5.0,0.239,2.0,0.0,0.0998,-5.25,1.0,1.0,,,,,,,,,,,,,,,,,,
Tum Ho,7uNnlVit5qDvfOje0pqICF,https://open.spotify.com/track/7uNnlVit5qDvfOje0pqICF,https://i.scdn.co/image/ab67616d0000b27354e544672baa16145d67612b,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.518,0.356,316500.0,0.47,0.0278,93.895,4.0,0.167,5.0,1e-05,0.0807,-8.929,1.0,1.0,,,,,,,,,,,,,,,,,,
Janib (Duet),381oyhnt5pDcY8rj0xmoBG,https://open.spotify.com/track/381oyhnt5pDcY8rj0xmoBG,https://i.scdn.co/image/ab67616d0000b27310329b55fb062f523c2c61fe,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.456,0.452,342899.0,0.833,0.0833,171.785,4.0,0.533,6.0,0.0,0.121,-4.292,1.0,1.0,,,,,,,,,,,,,,,,,,
Chori Kiya Re Jiya,5CteVMD0U8C9WbAWvrNgkN,https://open.spotify.com/track/5CteVMD0U8C9WbAWvrNgkN,https://i.scdn.co/image/ab67616d0000b2736e28d74c8eddc32542ce8924,Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,0.475,0.507,286720.0,0.585,0.0288,132.741,4.0,0.449,9.0,0.0,0.317,-5.367,1.0,1.0,,,,,,,,,,,,,,,,,,
Aabaad Barbaad,3jxNbVmugKWFFc3YAVl0sD,https://open.spotify.com/track/3jxNbVmugKWFFc3YAVl0sD,https://i.scdn.co/image/ab67616d0000b273b67a843ee7de84208f3e4f28,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.686,0.626,309103.0,0.522,0.0317,118.001,4.0,0.628,7.0,0.0,0.41,-5.857,1.0,1.0,,,,,,,,,,,,,,,,,,
Moh Moh Ke Dhaage (Female),7uubRr0u9Zxc1Y84hEn7Xf,https://open.spotify.com/track/7uubRr0u9Zxc1Y84hEn7Xf,https://i.scdn.co/image/ab67616d0000b2738505999314c197a269c4d9bc,Anu Malik,71hjb5G92mGoKRSAW3Cj00,https://open.spotify.com/artist/71hjb5G92mGoKRSAW3Cj00,0.849,0.585,322900.0,0.399,0.0286,128.03,4.0,0.349,2.0,3.47e-06,0.123,-8.133,1.0,1.0,,,,,,,,,,,,,,,,,,
O Rangrez,5JCDVLwteSXuwVqjCa7SwH,https://open.spotify.com/track/5JCDVLwteSXuwVqjCa7SwH,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,Shankar-Ehsaan-Loy,0L5GV6LN8SWWUWIdBbTLTZ,https://open.spotify.com/artist/0L5GV6LN8SWWUWIdBbTLTZ,0.498,0.726,385000.0,0.53,0.0531,126.06,4.0,0.594,5.0,0.0,0.14,-8.485,1.0,1.0,,,,,,,,,,,,,,,,,,
"Ek Dil Ek Jaan (From ""Padmaavat"")",0M9UxL5CebtmlijPMH6KfW,https://open.spotify.com/track/0M9UxL5CebtmlijPMH6KfW,https://i.scdn.co/image/ab67616d0000b2732bea393b49f9ff91e228766f,Shivam Pathak,39nPl2OnVXyxuBApjXkGmj,https://open.spotify.com/artist/39nPl2OnVXyxuBApjXkGmj,0.226,0.528,219870.0,0.664,0.0377,97.893,4.0,0.109,2.0,0.0,0.121,-7.262,1.0,1.0,,,,,,,,,,,,,,,,,,
Bhage Re Mann,2RktkeigsgvhuRNQl0ioGS,https://open.spotify.com/track/2RktkeigsgvhuRNQl0ioGS,https://i.scdn.co/image/ab67616d0000b273db065746f99e0572f2c26d70,Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,https://open.spotify.com/artist/3eDT9fwXKuHWFvgZaaYC5v,0.628,0.693,334053.0,0.693,0.0388,117.012,4.0,0.592,5.0,2.25e-05,0.178,-8.153,0.0,,,,1.0,,,,,,,,,,,,,,,
Laal Ishq,4hXHlAc9ZOJY5pGbdfuWsa,https://open.spotify.com/track/4hXHlAc9ZOJY5pGbdfuWsa,https://i.scdn.co/image/ab67616d0000b273c23baaee2cb184d4fc3c36c3,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.034,0.512,387170.0,0.67,0.027,105.957,4.0,0.446,3.0,0.0,0.309,-5.792,1.0,1.0,,,,,,,,,,,,,,,,,,
Zindagi Kuch Toh Bata (Reprise),6TGX01ExmdHyOG72fqUU3Q,https://open.spotify.com/track/6TGX01ExmdHyOG72fqUU3Q,https://i.scdn.co/image/ab67616d0000b273e7f1ff44b74df429307f4164,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.491,0.528,258879.0,0.615,0.0372,123.988,4.0,0.225,5.0,0.000111,0.104,-7.118,1.0,,,,,,,,,,,,,,,,,1.0,,
O Re Piya,7cWnks0lsRtpAi87COOiXK,https://open.spotify.com/track/7cWnks0lsRtpAi87COOiXK,https://i.scdn.co/image/ab67616d0000b273108d10d84153ff78d2197f62,Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq,https://open.spotify.com/artist/6ohaQzKaXrobAL8paLSaxq,0.779,0.586,379768.0,0.532,0.0328,99.994,4.0,0.494,11.0,0.000565,0.124,-8.837,0.0,1.0,,,,,,,,,,,,,,,,,,
Dil Ibaadat,3Kl8p2PxVf8eAayLwTxOIm,https://open.spotify.com/track/3Kl8p2PxVf8eAayLwTxOIm,https://i.scdn.co/image/ab67616d0000b273bcb8ec035de7b2dda0f74660,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.633,0.59,329387.0,0.859,0.0416,149.966,4.0,0.634,2.0,0.0,0.286,-5.005,0.0,1.0,,,,,,,,,,,,,,,,,,
Bin Tere,3bZPdEskcnMdepwCaDSJRl,https://open.spotify.com/track/3bZPdEskcnMdepwCaDSJRl,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.42,0.585,330360.0,0.698,0.0392,139.831,4.0,0.621,9.0,3.59e-06,0.363,-6.261,1.0,1.0,,,,,,,,,,,,,,,,,,
"Raataan Lambiyan (From ""Shershaah"")",2rOnSn2piaqLAlYjtfUBlY,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY,https://i.scdn.co/image/ab67616d0000b273a75c2f26913099a420050f01,Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,https://open.spotify.com/artist/4f7KfxeHq9BiylGmyXepGt,0.615,0.72,230292.0,0.63,0.0413,81.009,4.0,0.512,10.0,0.0,0.108,-5.549,1.0,1.0,,,,,,,,,,,,,,,,,,
Woh Ladki Hai Kahan,2tO0QPdCA0jgDBshTuYYkc,https://open.spotify.com/track/2tO0QPdCA0jgDBshTuYYkc,https://i.scdn.co/image/ab67616d0000b2735da5e18b4f9a33d42e737c21,Shaan,5cB4d4jPYjMT326sjihQ4m,https://open.spotify.com/artist/5cB4d4jPYjMT326sjihQ4m,0.172,0.786,306133.0,0.677,0.183,94.985,4.0,0.858,8.0,0.000104,0.0446,-8.624,1.0,1.0,,,,,,,,,,,,,,,,,,
Te Amo (Duet),3x55c9UVpbURc2T02DLfEM,https://open.spotify.com/track/3x55c9UVpbURc2T02DLfEM,https://i.scdn.co/image/ab67616d0000b273e39388ba8eadf58476135087,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.606,0.594,284723.0,0.757,0.0504,127.894,4.0,0.597,11.0,0.0,0.251,-5.381,1.0,1.0,,,,,,,,,,,,,,,,,,
"Love Me Thoda Aur (From ""Yaariyan"")",5HY1pCLXAlq5A0G6WR5vvS,https://open.spotify.com/track/5HY1pCLXAlq5A0G6WR5vvS,https://i.scdn.co/image/ab67616d0000b2730ece3e23fc94cbc474c5264d,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.644,0.545,265811.0,0.559,0.0301,87.002,4.0,0.368,7.0,0.000292,0.123,-6.372,1.0,1.0,,,,,,,,,,,,,,,,,,
Saibo,6udC4b4jOSnHb9ItnXgKLR,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR,https://i.scdn.co/image/ab67616d0000b2731aac2079e5047e1bfd1b59d9,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,0.738,0.619,195253.0,0.429,0.028,90.058,4.0,0.545,2.0,1.35e-05,0.136,-7.867,1.0,1.0,,,,,,,,,,,,,,,,,,
Kesariya,4UMIv5jd9gK98a39BQRD9X,https://open.spotify.com/track/4UMIv5jd9gK98a39BQRD9X,https://i.scdn.co/image/ab67616d0000b273913edcaccb2268647d0c495b,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.572,0.577,268165.0,0.574,0.0278,94.009,4.0,0.436,0.0,0.0,0.1,-6.525,1.0,,,,1.0,,,,,,,,,,,,,,,
Aise Kyun,2sT0eosuhBEkw8dz6qFxUo,https://open.spotify.com/track/2sT0eosuhBEkw8dz6qFxUo,https://i.scdn.co/image/ab67616d0000b273a91bbfed11a109d577f06cde,Anurag Saikia,6hzngLO20cX5IGqT0hVv1G,https://open.spotify.com/artist/6hzngLO20cX5IGqT0hVv1G,0.705,0.528,264934.0,0.435,0.0347,172.115,4.0,0.293,5.0,2.98e-05,0.103,-9.699,1.0,,,1.0,,,,,,,,,,,,,,,,
Pyar Ho,1vvunFu0uw3nuLljUZ9qZp,https://open.spotify.com/track/1vvunFu0uw3nuLljUZ9qZp,https://i.scdn.co/image/ab67616d0000b273bd28bab3483c403869841fb0,Vishal Mishra,5wJ1H6ud777odtZl5gG507,https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507,0.589,0.603,252000.0,0.552,0.0409,95.033,4.0,0.338,2.0,0.0,0.116,-8.214,1.0,1.0,,,,,,,,,,,,,,,,,,
"Girl I Need You (From ""Baaghi"")",0tgwvpBXcw7GURJRqBnc4g,https://open.spotify.com/track/0tgwvpBXcw7GURJRqBnc4g,https://i.scdn.co/image/ab67616d0000b273e0129ac6975a3a8b658f708b,Meet Bros.,0qpsFfOT3SmdGmnyV6rOhS,https://open.spotify.com/artist/0qpsFfOT3SmdGmnyV6rOhS,0.368,0.647,297752.0,0.537,0.0258,131.927,4.0,0.185,0.0,0.0,0.213,-7.486,1.0,1.0,,,,,,,,,,,,,,,,,,
Falak Tak,0IudGhdeJZwJ0Ps6ndtQDt,https://open.spotify.com/track/0IudGhdeJZwJ0Ps6ndtQDt,https://i.scdn.co/image/ab67616d0000b273350fe52fe51edbfe385b6228,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.634,0.718,356180.0,0.697,0.135,143.907,4.0,0.62,2.0,1.53e-05,0.0563,-6.474,0.0,1.0,,,,,,,,,,,,,,,,,,
Tera Chehra,3trnNo4KeaUlFuUiV7iRCj,https://open.spotify.com/track/3trnNo4KeaUlFuUiV7iRCj,https://i.scdn.co/image/ab67616d0000b273b889b365c25bfa01f9772a1e,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.436,0.707,274000.0,0.714,0.0311,118.974,4.0,0.229,1.0,2.89e-06,0.0919,-4.143,1.0,1.0,,,,,,,,,,,,,,,,,,
Kabira,4bD9z9qa4qg9BhryvYWB7c,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.481,0.59,223460.0,0.555,0.0271,84.027,4.0,0.191,2.0,0.0,0.192,-6.861,1.0,1.0,,,,,,,,,,,,,,,,,,
Samjhawan,0rk2X5TAhraBC5aCIXK2Rq,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,https://i.scdn.co/image/ab67616d0000b273d1f803cbe9c43700b4ea6895,Jawad Ahmad,2gXOOKY8mmJG6iwHrTq9gp,https://open.spotify.com/artist/2gXOOKY8mmJG6iwHrTq9gp,0.293,0.651,269185.0,0.482,0.0281,106.993,4.0,0.517,4.0,0.0,0.0811,-8.666,1.0,1.0,,,,,,,,,,,,,,,,,,
Enna Sona,6bdpj89aYEBjhpsenXAsmO,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO,https://i.scdn.co/image/ab67616d0000b273007759a309e7364ffc5f664a,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.637,0.717,213632.0,0.415,0.0302,100.021,4.0,0.379,7.0,1.43e-06,0.0976,-9.875,0.0,1.0,,,,,,,,,,,,,,,,,,
Dil Diyan Gallan,0FBQ4NrrHUbR9kus7rzrOj,https://open.spotify.com/track/0FBQ4NrrHUbR9kus7rzrOj,https://i.scdn.co/image/ab67616d0000b273f7991610fad937fd9f29f55d,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.565,0.717,260537.0,0.64,0.025,105.021,4.0,0.485,2.0,0.00139,0.127,-8.726,1.0,1.0,,,,,,,,,,,,,,,,,,
"Duniyaa (From ""Luka Chuppi"")",2tjWCe2W7sgvS3C8NHcdtI,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI,https://i.scdn.co/image/ab67616d0000b2737b93fd8b0ade33ceb9d536de,Akhil,6zZrFenNe3YPttxZsnQQs1,https://open.spotify.com/artist/6zZrFenNe3YPttxZsnQQs1,0.699,0.435,222501.0,0.658,0.0368,77.17,4.0,0.524,7.0,0.0,0.125,-5.949,0.0,1.0,,,,,,,,,,,,,,,,,,
O Saathi,6fScgF2Y63ScU73nYju0ny,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,https://i.scdn.co/image/ab67616d0000b2733b7ae221866b5e81daf4483f,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.588,0.481,251819.0,0.496,0.0262,89.839,4.0,0.453,8.0,0.0,0.132,-7.421,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tera Ban Jaunga (From ""Kabir Singh"")",4OcvkkpF3xmyCGGY5IBlgi,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,Akhil Sachdeva,3TOhzLRYnkkul71yRBxIoM,https://open.spotify.com/artist/3TOhzLRYnkkul71yRBxIoM,0.822,0.605,236437.0,0.53,0.0246,93.951,4.0,0.399,11.0,0.0,0.131,-6.346,1.0,1.0,,,,,,,,,,,,,,,,,,
"Bolna (From ""Kapoor & Sons (Since 1921)"")",3GrCQPpKqKzOcKfMAoqn82,https://open.spotify.com/track/3GrCQPpKqKzOcKfMAoqn82,https://i.scdn.co/image/ab67616d0000b273f03c4d5b0c0669c7e14dfb24,Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,https://open.spotify.com/artist/4f7KfxeHq9BiylGmyXepGt,0.598,0.488,212832.0,0.403,0.0272,131.489,3.0,0.497,5.0,4.28e-06,0.434,-7.005,1.0,1.0,,,,,,,,,,,,,,,,,,
