song_name,track_spotify_id,spotify_track_link,thumbnail_link,artist_name,artist_id,artist_link,acousticness,danceability,duration_ms,energy,speechiness,tempo,time_signature,valence,key,instrumentalness,liveness,loudness,mode,Romantic Ballad,Dance Pop,Sad Ballad,Folk Fusion,Classical Fusion,Qawwali,Sufi,Party Anthem,Patriotic,Rock Fusion,Item Number,Lyrical Rap,Devotional,Ghazal,Retro,Comedy,Motivational,Wedding,Festival
Ishq Samundar,26AwzkDNxx9D0KXmBhY0Gd,https://open.spotify.com/track/26AwzkDNxx9D0KXmBhY0Gd,https://i.scdn.co/image/ab67616d0000b2730673a1b3b3b3fc7155f4e5d2,Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,https://open.spotify.com/artist/3eDT9fwXKuHWFvgZaaYC5v,0.16,0.683,321410.0,0.859,0.0539,100.959,4.0,0.707,11.0,2.79e-05,0.398,-10.737,1.0,,1.0,,,,,,,,,,,,,,,,,
Shah Ka Rutba,1AOtU9EZkyTyuboJWe6y5p,https://open.spotify.com/track/1AOtU9EZkyTyuboJWe6y5p,https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f,Ajay-Atul,5fvTHKKzW44A9867nPDocM,https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM,0.26,0.4,322933.0,0.778,0.0755,94.933,1.0,0.733,11.0,0.0,0.053,-6.858,1.0,,,,,,1.0,,,,,,,,,,,,,
Saawariya,5T6yrJuKWnkCH2OlQsoO7z,https://open.spotify.com/track/5T6yrJuKWnkCH2OlQsoO7z,https://i.scdn.co/image/ab67616d0000b273bd848c36d02a36a7610d9641,Monty Sharma,554yyXUEFseU1dwvisHTik,https://open.spotify.com/artist/554yyXUEFseU1dwvisHTik,0.45,0.407,165773.0,0.497,0.0398,102.649,4.0,0.764,9.0,1.74e-05,0.129,-8.292,1.0,1.0,,,,,,,,,,,,,,,,,,
Masha-Allah,64kG1s7XzOpaWVwFRjvIV7,https://open.spotify.com/track/64kG1s7XzOpaWVwFRjvIV7,https://i.scdn.co/image/ab67616d0000b273bd848c36d02a36a7610d9641,Monty Sharma,554yyXUEFseU1dwvisHTik,https://open.spotify.com/artist/554yyXUEFseU1dwvisHTik,0.427,0.524,328307.0,0.459,0.0413,149.884,4.0,0.382,3.0,0.000504,0.153,-11.248,1.0,1.0,,,,,,,,,,,,,,,,,,
Brothers Anthem,3uZiNvBNQldjl4OJiKsuxe,https://open.spotify.com/track/3uZiNvBNQldjl4OJiKsuxe,https://i.scdn.co/image/ab67616d0000b273b62efc8fa0cbf9bdd3331e49,Ajay-Atul,5fvTHKKzW44A9867nPDocM,https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM,0.421,0.552,353676.0,0.668,0.0473,95.032,4.0,0.152,2.0,0.0117,0.159,-9.111,1.0,,,,,,,,,,,,,,,,,1.0,,
Sapna Jahan,5PM1dIibpTR57jlugvjNSM,https://open.spotify.com/track/5PM1dIibpTR57jlugvjNSM,https://i.scdn.co/image/ab67616d0000b273b62efc8fa0cbf9bdd3331e49,Ajay-Atul,5fvTHKKzW44A9867nPDocM,https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM,0.78,0.471,341780.0,0.329,0.0312,126.107,4.0,0.144,0.0,0.0021,0.117,-11.958,0.0,1.0,,,,,,,,,,,,,,,,,,
Chashni,1ZQFkNNTzooW4lThiC8pg2,https://open.spotify.com/track/1ZQFkNNTzooW4lThiC8pg2,https://i.scdn.co/image/ab67616d0000b2733f80a707311a44608bb0a8e9,Abhijeet Srivastava,4FJhE5ToBQGzOGf0D5Xd1C,https://open.spotify.com/artist/4FJhE5ToBQGzOGf0D5Xd1C,0.495,0.756,265995.0,0.52,0.0341,119.92,4.0,0.684,6.0,0.0,0.0901,-8.642,1.0,1.0,,,,,,,,,,,,,,,,,,
Mere Dholna,2R4zzmPXIFuBH0BqdWDkfC,https://open.spotify.com/track/2R4zzmPXIFuBH0BqdWDkfC,https://i.scdn.co/image/ab67616d0000b2734cfe2d352da6d7910961377f,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.414,0.68,404432.0,0.973,0.122,115.061,4.0,0.727,8.0,0.0,0.216,-2.881,1.0,,,,,1.0,,,,,,,,,,,,,,
Tumhe Apna Banane Ka,2TG6sCbEBCGhCrVJYi6bm2,https://open.spotify.com/track/2TG6sCbEBCGhCrVJYi6bm2,https://i.scdn.co/image/ab67616d0000b27371959cec830d7f25df3fc12c,Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,https://open.spotify.com/artist/4IKVDbCSBTxBeAsMKjAuTs,0.876,0.503,310077.0,0.604,0.0342,87.048,4.0,0.308,9.0,0.0838,0.0433,-7.127,0.0,1.0,,,,,,,,,,,,,,,,,,
Aaj Phir,32SDVo3sSMGPL0IzRA6YTX,https://open.spotify.com/track/32SDVo3sSMGPL0IzRA6YTX,https://i.scdn.co/image/ab67616d0000b273467cc511d190809571295e3f,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.1,0.564,261885.0,0.751,0.0427,172.031,4.0,0.373,6.0,5.86e-06,0.0982,-6.802,0.0,1.0,,,,,,,,,,,,,,,,,,
Chal Wahan Jaate Hain,4FamnSE42MmMSayJiEk3OC,https://open.spotify.com/track/4FamnSE42MmMSayJiEk3OC,https://i.scdn.co/image/ab67616d0000b2733f292b4b4059f69082cb7499,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.412,0.51,326121.0,0.612,0.0372,150.041,4.0,0.193,7.0,1.58e-05,0.156,-7.629,0.0,1.0,,,,,,,,,,,,,,,,,,
O Mere Khuda,1tnUbj8AI3PvxZNQZRTZmB,https://open.spotify.com/track/1tnUbj8AI3PvxZNQZRTZmB,https://i.scdn.co/image/ab67616d0000b27378109adafee981634990753a,Atif Aslam,2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,0.0426,0.658,202973.0,0.912,0.0504,124.985,4.0,0.732,4.0,4.42e-06,0.117,-5.334,0.0,,1.0,,,,,,,,,,,,,,,,,
Tai Tai Phis,5ovFyjaU2COYanwL81OUVE,https://open.spotify.com/track/5ovFyjaU2COYanwL81OUVE,https://i.scdn.co/image/ab67616d0000b2735a9c8428bbe6ed0811ef03a2,Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr,https://open.spotify.com/artist/7HCqGPJcQTyGJ2yqntbuyr,0.225,0.773,210800.0,0.724,0.15,89.97,4.0,0.817,8.0,1.07e-05,0.0482,-5.487,1.0,,,,,,,,,,,,,,,,1.0,,,
Dil To Bachcha Hai,3EFGRGsshk0NWidcXfhKvw,https://open.spotify.com/track/3EFGRGsshk0NWidcXfhKvw,https://i.scdn.co/image/ab67616d0000b27323ab22507817d5981ebb2f47,Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,https://open.spotify.com/artist/3OLGltG8UPIea8sA4w0yg0,0.478,0.386,333984.0,0.412,0.0406,75.266,5.0,0.469,6.0,2e-05,0.0746,-7.358,0.0,1.0,,,,,,,,,,,,,,,,,,
Anjaana Anjaani,1jQyxlt48R1Jdn37Rgn04d,https://open.spotify.com/track/1jQyxlt48R1Jdn37Rgn04d,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,Vishal Dadlani,6CXEwIaXYfVJ84biCxqc9k,https://open.spotify.com/artist/6CXEwIaXYfVJ84biCxqc9k,0.49,0.526,354079.0,0.639,0.0322,77.053,4.0,0.214,0.0,1.46e-05,0.099,-6.614,1.0,1.0,,,,,,,,,,,,,,,,,,
Malang,65bMbbRjIlGyJBgQRi6Qvv,https://open.spotify.com/track/65bMbbRjIlGyJBgQRi6Qvv,https://i.scdn.co/image/ab67616d0000b273d9cc24c0d415e40d5af3c8d5,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.172,0.514,273737.0,0.873,0.139,173.03,4.0,0.583,4.0,0.0,0.482,-7.76,0.0,,1.0,,,,,,,,,,,,,,,,,
Jhoom,3YUQ5J2KaU9GnsNTGutOlk,https://open.spotify.com/track/3YUQ5J2KaU9GnsNTGutOlk,https://i.scdn.co/image/ab67616d0000b2737b4cb0b50580de81cce0a14b,Shankar-Ehsaan-Loy,0L5GV6LN8SWWUWIdBbTLTZ,https://open.spotify.com/artist/0L5GV6LN8SWWUWIdBbTLTZ,0.185,0.697,324336.0,0.848,0.0671,93.024,4.0,0.807,2.0,0.000586,0.0662,-4.154,0.0,,1.0,,,,,,,,,,,,,,,,,
Tum Hi Aana,5WKOKmJjyVBfZOpdMvNY1V,https://open.spotify.com/track/5WKOKmJjyVBfZOpdMvNY1V,https://i.scdn.co/image/ab67616d0000b273df242c5a5109faf8e6ea01df,Payal Dev,6FtZhorjCMfkaVJ7kKdmq7,https://open.spotify.com/artist/6FtZhorjCMfkaVJ7kKdmq7,0.629,0.473,249127.0,0.401,0.0241,90.076,4.0,0.345,4.0,1.17e-05,0.154,-7.018,0.0,,,1.0,,,,,,,,,,,,,,,,
Thodi Jagah,3Hj3KCx7dpT8NnmUY2Zje9,https://open.spotify.com/track/3Hj3KCx7dpT8NnmUY2Zje9,https://i.scdn.co/image/ab67616d0000b273df242c5a5109faf8e6ea01df,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.632,0.621,218048.0,0.467,0.0273,107.164,4.0,0.227,0.0,0.0,0.0888,-4.835,0.0,,,1.0,,,,,,,,,,,,,,,,
Piya Haji Ali,4vaaY0PJMoPrSwY5s2ZYtk,https://open.spotify.com/track/4vaaY0PJMoPrSwY5s2ZYtk,https://i.scdn.co/image/ab67616d0000b27355a25cd90c0ad5c22be34e38,Kadar Ghulam Mustafa,29pdmuCRFfpOrngowXRPvz,https://open.spotify.com/artist/29pdmuCRFfpOrngowXRPvz,0.288,0.758,406000.0,0.459,0.0372,130.957,1.0,0.87,9.0,0.0,0.0916,-13.908,1.0,,,,,,,1.0,,,,,,,,,,,,
Piya Re Piya Re,2q3D4sdAMJSJRS9t6oaBRo,https://open.spotify.com/track/2q3D4sdAMJSJRS9t6oaBRo,https://i.scdn.co/image/ab67616d0000b2738d2558809a5e9f725294d9ea,Nusrat Fateh Ali Khan,5HcunTidTUrOaf8V0iJcvl,https://open.spotify.com/artist/5HcunTidTUrOaf8V0iJcvl,0.0719,0.708,464427.0,0.474,0.0815,91.948,4.0,0.423,7.0,0.0,0.112,-14.007,1.0,1.0,,,,,,,,,,,,,,,,,,
Raanjhanaa,5OMUXgfXsSukZ0zxelpC3b,https://open.spotify.com/track/5OMUXgfXsSukZ0zxelpC3b,https://i.scdn.co/image/ab67616d0000b273a00249b8bf77312ec156dd4b,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.111,0.673,254653.0,0.714,0.039,112.941,4.0,0.78,9.0,0.0,0.0858,-8.042,1.0,1.0,,,,,,,,,,,,,,,,,,
Tu Meri Dost Hain,59CISLNjthdKw9CwfJVUur,https://open.spotify.com/track/59CISLNjthdKw9CwfJVUur,https://i.scdn.co/image/ab67616d0000b27333a30749856319292a551a10,Benny Dayal,61if35zz1W11GejEkxTLEQ,https://open.spotify.com/artist/61if35zz1W11GejEkxTLEQ,0.459,0.686,371659.0,0.707,0.0255,99.99,4.0,0.495,7.0,3.22e-05,0.343,-5.906,1.0,1.0,,,,,,,,,,,,,,,,,,
"Soniyo (From ""RAAZ - The Mystery Continues"")",71TviT2jdZnp2758ljwREX,https://open.spotify.com/track/71TviT2jdZnp2758ljwREX,https://i.scdn.co/image/ab67616d0000b273d0ffff6dad0804bec787fe57,Raju Singh,7nok5RndHMd3FHe4ubHX80,https://open.spotify.com/artist/7nok5RndHMd3FHe4ubHX80,0.504,0.637,328440.0,0.591,0.0342,119.956,4.0,0.48,9.0,3.29e-06,0.135,-6.117,1.0,1.0,,,,,,,,,,,,,,,,,,
Mora Piya,62kgwMyl2b6A9rJq38PbJ3,https://open.spotify.com/track/62kgwMyl2b6A9rJq38PbJ3,https://i.scdn.co/image/ab67616d0000b273f2f0c860ac1d88c50ae27082,Aadesh Shrivastava,4tma2wxDchrifG8Pflic4Q,https://open.spotify.com/artist/4tma2wxDchrifG8Pflic4Q,0.257,0.558,344773.0,0.572,0.0429,94.105,4.0,0.337,3.0,0.000564,0.0689,-7.723,0.0,1.0,,,,,,,,,,,,,,,,,,
Ucha Lamba Kad,2hyYqX8IVVxFEFIUf0zZam,https://open.spotify.com/track/2hyYqX8IVVxFEFIUf0zZam,https://i.scdn.co/image/ab67616d0000b273e20ac598275924cb5ffc1be6,Anand Raj Anand,5ixQ5hSywFLUaxoaA0uVaH,https://open.spotify.com/artist/5ixQ5hSywFLUaxoaA0uVaH,0.0176,0.71,279667.0,0.758,0.0719,90.004,4.0,0.724,10.0,0.0,0.242,-8.259,1.0,,1.0,,,,,,,,,,,,,,,,,
Manmarziyan,7jVDWqBap4OmokUeCvFZo7,https://open.spotify.com/track/7jVDWqBap4OmokUeCvFZo7,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc,Shilpa Rao,19LIHDDSHBD5NyYHI3gpzB,https://open.spotify.com/artist/19LIHDDSHBD5NyYHI3gpzB,0.806,0.605,250910.0,0.336,0.0261,100.058,1.0,0.209,6.0,0.000317,0.129,-11.131,1.0,1.0,,,,,,,,,,,,,,,,,,
Yaaram,5aNuuvbZROtlGww4rTOnqH,https://open.spotify.com/track/5aNuuvbZROtlGww4rTOnqH,https://i.scdn.co/image/ab67616d0000b27316e91f88b00f03843fab1754,Vishal Bhardwaj,1JdHoZwkwOmX2Pl2iTwnzc,https://open.spotify.com/artist/1JdHoZwkwOmX2Pl2iTwnzc,0.452,0.639,293813.0,0.645,0.0397,140.025,4.0,0.336,4.0,0.000175,0.108,-8.088,0.0,1.0,,,,,,,,,,,,,,,,,,
Get Ready To Fight,3n1IbkZGIxwP27kiE3TKtP,https://open.spotify.com/track/3n1IbkZGIxwP27kiE3TKtP,https://i.scdn.co/image/ab67616d0000b2732276caa6421a2da6feeea44b,Benny Dayal,61if35zz1W11GejEkxTLEQ,https://open.spotify.com/artist/61if35zz1W11GejEkxTLEQ,0.0562,0.595,204742.0,0.751,0.0826,172.057,4.0,0.757,1.0,0.000162,0.107,-5.542,1.0,,,,,,,,,,,,,,,,,1.0,,
Ude Dil Befikre,0hgTkEDY9oIG5DPKN39KHP,https://open.spotify.com/track/0hgTkEDY9oIG5DPKN39KHP,https://i.scdn.co/image/ab67616d0000b273f5dc36d5000145375a41c3b8,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.0408,0.704,231327.0,0.952,0.0333,106.99,4.0,0.902,0.0,0.0,0.335,-2.331,0.0,,1.0,,,,,,,,,,,,,,,,,
Bepanah Pyaar,1p6uGtrUHohrW5uRrAIrtj,https://open.spotify.com/track/1p6uGtrUHohrW5uRrAIrtj,https://i.scdn.co/image/ab67616d0000b273a8f57491d2250ff04a57d6cb,Payal Dev,6FtZhorjCMfkaVJ7kKdmq7,https://open.spotify.com/artist/6FtZhorjCMfkaVJ7kKdmq7,0.126,0.586,218447.0,0.515,0.0288,103.061,4.0,0.197,9.0,0.0,0.0777,-6.541,0.0,1.0,,,,,,,,,,,,,,,,,,
Aasman Ko Chukar,5aa4zMfrJ16iDnS6UIKtlL,https://open.spotify.com/track/5aa4zMfrJ16iDnS6UIKtlL,https://i.scdn.co/image/ab67616d0000b273f6cf72bd190be11e87c9f1e5,Daler Mehndi,6wa1AsxB9oJP7lwNSmbcYx,https://open.spotify.com/artist/6wa1AsxB9oJP7lwNSmbcYx,0.119,0.536,274082.0,0.438,0.103,144.626,4.0,0.127,7.0,0.0,0.129,-12.894,1.0,,,,,,,,,,,,,,,,,1.0,,
Bolo Ta Ra Ra,4gmL6HURFqPMwx8nWQoOn2,https://open.spotify.com/track/4gmL6HURFqPMwx8nWQoOn2,https://i.scdn.co/image/ab67616d0000b2732002ce2cac79be24850d941c,Daler Mehndi,6wa1AsxB9oJP7lwNSmbcYx,https://open.spotify.com/artist/6wa1AsxB9oJP7lwNSmbcYx,0.282,0.703,313027.0,0.848,0.0462,144.899,4.0,0.921,6.0,0.295,0.0454,-11.002,1.0,,,,,,,,1.0,,,,,,,,,,,
"Judaai (From ""Badlapur)",5K5kYg6D3rOks7NyLpziTU,https://open.spotify.com/track/5K5kYg6D3rOks7NyLpziTU,https://i.scdn.co/image/ab67616d0000b273c6366bdb2f81259d2808a71b,Rekha Bhardwaj,3cqeO3muWIW5uSmUDNCmyT,https://open.spotify.com/artist/3cqeO3muWIW5uSmUDNCmyT,0.748,0.298,271379.0,0.37,0.0854,69.538,4.0,0.227,7.0,1.3e-05,0.138,-9.386,0.0,,,1.0,,,,,,,,,,,,,,,,
Ruby Ruby,0QXa6aYJT8prTAkSHV2VHp,https://open.spotify.com/track/0QXa6aYJT8prTAkSHV2VHp,https://i.scdn.co/image/ab67616d0000b2734a21d8868fd66679fba8cc72,Shashwat Singh,6iv4lysB1yHXoZJ2gfqTdh,https://open.spotify.com/artist/6iv4lysB1yHXoZJ2gfqTdh,0.00453,0.702,285259.0,0.625,0.0407,120.016,4.0,0.83,7.0,0.251,0.114,-10.451,1.0,,,,,,,,,,1.0,,,,,,,,,
Ek Dil Ek Jaan,1NfNC8BKQSbWyhwZgLvrfY,https://open.spotify.com/track/1NfNC8BKQSbWyhwZgLvrfY,https://i.scdn.co/image/ab67616d0000b273b07fa198edaf969b74dd160a,Shivam Pathak,39nPl2OnVXyxuBApjXkGmj,https://open.spotify.com/artist/39nPl2OnVXyxuBApjXkGmj,0.226,0.528,219870.0,0.664,0.0377,97.893,4.0,0.109,2.0,0.0,0.121,-7.262,1.0,1.0,,,,,,,,,,,,,,,,,,
Laapata,3G2I8KB7bTWmvE1tHSlMHg,https://open.spotify.com/track/3G2I8KB7bTWmvE1tHSlMHg,https://i.scdn.co/image/ab67616d0000b273c52900b39ef7ae005e6ec58d,Sohail Sen,1bTROl5p3rGTpvKeWnGgrw,https://open.spotify.com/artist/1bTROl5p3rGTpvKeWnGgrw,0.216,0.726,254851.0,0.946,0.046,108.021,4.0,0.869,11.0,0.0169,0.163,-6.49,0.0,1.0,,,,,,,,,,,,,,,,,,
Banjaara,0XjHjMiFErp8ZTOIpA6eRS,https://open.spotify.com/track/0XjHjMiFErp8ZTOIpA6eRS,https://i.scdn.co/image/ab67616d0000b273c52900b39ef7ae005e6ec58d,Sohail Sen,1bTROl5p3rGTpvKeWnGgrw,https://open.spotify.com/artist/1bTROl5p3rGTpvKeWnGgrw,0.251,0.713,273711.0,0.762,0.0383,120.018,4.0,0.513,7.0,0.0107,0.0957,-7.252,0.0,1.0,,,,,,,,,,,,,,,,,,
Saajna,7KzGAwJRYS9KLMuVnStqYN,https://open.spotify.com/track/7KzGAwJRYS9KLMuVnStqYN,https://i.scdn.co/image/ab67616d0000b27322e2fdf8f6aff29175132ffe,Falak Shabbir,0kmtdziYTHrKtoHlGElunM,https://open.spotify.com/artist/0kmtdziYTHrKtoHlGElunM,0.252,0.667,281510.0,0.779,0.0274,105.96,4.0,0.557,1.0,2.08e-05,0.314,-4.115,0.0,1.0,,,,,,,,,,,,,,,,,,
Thok De Killi,1mHtS8UXUgqCY4gncUs6JY,https://open.spotify.com/track/1mHtS8UXUgqCY4gncUs6JY,https://i.scdn.co/image/ab67616d0000b2734000b28e1e6d38fff476f095,Sukhwinder Singh,19MVxKZZdPj2X0F8pi0OCT,https://open.spotify.com/artist/19MVxKZZdPj2X0F8pi0OCT,0.111,0.846,296421.0,0.859,0.112,116.98,4.0,0.922,5.0,3.38e-06,0.057,-6.574,0.0,,,,1.0,,,,,,,,,,,,,,,
Behene De,3aSpbFK8DnCN3OE1ji9RUA,https://open.spotify.com/track/3aSpbFK8DnCN3OE1ji9RUA,https://i.scdn.co/image/ab67616d0000b2734000b28e1e6d38fff476f095,Karthik,0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,0.267,0.649,362519.0,0.667,0.0637,93.019,4.0,0.207,5.0,3.35e-06,0.11,-10.684,1.0,,,,,1.0,,,,,,,,,,,,,,
Soona Soona,4icrFdUc8HidfkaSHQiQVs,https://open.spotify.com/track/4icrFdUc8HidfkaSHQiQVs,https://i.scdn.co/image/ab67616d0000b273f9d44899c0314af7537a7c15,Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,0.109,0.659,364667.0,0.828,0.0634,135.01,4.0,0.456,10.0,0.0,0.0869,-9.465,0.0,1.0,,,,,,,,,,,,,,,,,,
Yun Hi Chala Chal,3GrTI5vAoDD3VE24VTBJAc,https://open.spotify.com/track/3GrTI5vAoDD3VE24VTBJAc,https://i.scdn.co/image/ab67616d0000b273e63c0ab993ae23b9efa3fe27,Udit Narayan,70B80Lwx2sxti0M1Ng9e8K,https://open.spotify.com/artist/70B80Lwx2sxti0M1Ng9e8K,0.0593,0.822,446987.0,0.687,0.0421,106.47,4.0,0.816,9.0,0.0,0.0609,-8.167,1.0,,,,1.0,,,,,,,,,,,,,,,
Yeh Tara Woh Tara,2HEw0hwnqYCN1w8ANOQXCl,https://open.spotify.com/track/2HEw0hwnqYCN1w8ANOQXCl,https://i.scdn.co/image/ab67616d0000b273e63c0ab993ae23b9efa3fe27,Udit Narayan,70B80Lwx2sxti0M1Ng9e8K,https://open.spotify.com/artist/70B80Lwx2sxti0M1Ng9e8K,0.459,0.751,432067.0,0.438,0.0362,129.956,4.0,0.609,7.0,0.0,0.103,-8.715,1.0,,,,,,,,,1.0,,,,,,,,,,
Yeh Jo Des Hai Tera,65fbHxPPnRGPXaGN3PtpXd,https://open.spotify.com/track/65fbHxPPnRGPXaGN3PtpXd,https://i.scdn.co/image/ab67616d0000b273e63c0ab993ae23b9efa3fe27,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,0.433,0.64,388107.0,0.357,0.0321,124.518,4.0,0.148,1.0,1.37e-05,0.127,-10.582,1.0,,,,,,,,,1.0,,,,,,,,,,
Such Keh Raha Hai,0ypgFw67lNEpoKFUxUV0tG,https://open.spotify.com/track/0ypgFw67lNEpoKFUxUV0tG,https://i.scdn.co/image/ab67616d0000b273aedf6f748f73e59cf25bcf25,KK,4fEkbug6kZzzJ8eYX6Kbbp,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,0.337,0.797,328880.0,0.306,0.0487,124.003,4.0,0.519,11.0,0.0,0.169,-14.176,0.0,,,1.0,,,,,,,,,,,,,,,,
Lamha Lamha,6a9Rp2NthjmNU52TcCEQQ7,https://open.spotify.com/track/6a9Rp2NthjmNU52TcCEQQ7,https://i.scdn.co/image/ab67616d0000b273710ddbd88aec572e94428058,Abhijeet,2ZRrPOjBIWoKK5rHedLijj,https://open.spotify.com/artist/2ZRrPOjBIWoKK5rHedLijj,0.366,0.495,324587.0,0.402,0.028,82.955,4.0,0.464,0.0,0.0,0.128,-7.866,1.0,1.0,,,,,,,,,,,,,,,,,,
Pal Pal Hai Bhaari,5oWOpXwjCjbELEAp2zKR0x,https://open.spotify.com/track/5oWOpXwjCjbELEAp2zKR0x,https://i.scdn.co/image/ab67616d0000b273e63c0ab993ae23b9efa3fe27,Madhushree,1EKK9k0IAwV1oeJfZITSYo,https://open.spotify.com/artist/1EKK9k0IAwV1oeJfZITSYo,0.572,0.636,408307.0,0.627,0.0537,99.985,4.0,0.614,2.0,0.0,0.156,-8.29,1.0,,,,1.0,,,,,,,,,,,,,,,
Tanhayee,5HXJV5FjXdfUk3UFBTg8Fe,https://open.spotify.com/track/5HXJV5FjXdfUk3UFBTg8Fe,https://i.scdn.co/image/ab67616d0000b2735da5e18b4f9a33d42e737c21,Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,0.104,0.638,369547.0,0.413,0.0602,96.986,4.0,0.145,8.0,0.0,0.107,-10.56,1.0,,,1.0,,,,,,,,,,,,,,,,
Caller Tune,0S3oQjUrTaql0VQQKiOY9s,https://open.spotify.com/track/0S3oQjUrTaql0VQQKiOY9s,https://i.scdn.co/image/ab67616d0000b2731fed4c9610892c1eb7303b20,Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,https://open.spotify.com/artist/0sSxphmGskGCKlwB9xa6WU,0.0364,0.783,275107.0,0.706,0.18,127.012,4.0,0.85,9.0,0.0,0.109,-3.843,0.0,,1.0,,,,,,,,,,,,,,,,,
Piya Ke Bazaar,28JVKHdUQh3zYSWO8LpnZM,https://open.spotify.com/track/28JVKHdUQh3zYSWO8LpnZM,https://i.scdn.co/image/ab67616d0000b2731fed4c9610892c1eb7303b20,Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,https://open.spotify.com/artist/0sSxphmGskGCKlwB9xa6WU,0.195,0.538,262000.0,0.977,0.212,180.105,3.0,0.743,10.0,0.0,0.0843,-2.765,1.0,,1.0,,,,,,,,,,,,,,,,,
Salamat,1SRUb3cwUSuQmkRFTIoWM0,https://open.spotify.com/track/1SRUb3cwUSuQmkRFTIoWM0,https://i.scdn.co/image/ab67616d0000b273e893a1ab747c93d2b7bdd250,Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,0.851,0.44,269997.0,0.57,0.0303,120.807,4.0,0.202,4.0,0.00367,0.168,-7.101,0.0,1.0,,,,,,,,,,,,,,,,,,
Kabhi Jo Baadal Barse,3MVPReTwLNOBFb6KjiIRNM,https://open.spotify.com/track/3MVPReTwLNOBFb6KjiIRNM,https://i.scdn.co/image/ab67616d0000b27334bb47a8b7da4bcb773400a1,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.261,0.451,254300.0,0.449,0.0293,149.768,4.0,0.217,0.0,0.0,0.143,-6.702,0.0,1.0,,,,,,,,,,,,,,,,,,
"Thats All I Really Wanna Do (From ""Teri Meri Kahaani"")",2q9MWwxSZHVS8c750Vrara,https://open.spotify.com/track/2q9MWwxSZHVS8c750Vrara,https://i.scdn.co/image/ab67616d0000b273cb5a677b1d31797df1125468,Shaan,5cB4d4jPYjMT326sjihQ4m,https://open.spotify.com/artist/5cB4d4jPYjMT326sjihQ4m,0.291,0.587,241813.0,0.813,0.0621,170.012,4.0,0.747,7.0,6.99e-05,0.0931,-3.458,1.0,1.0,,,,,,,,,,,,,,,,,,
Liggi,4vwPirpSJCOiIsgxMV4Xcv,https://open.spotify.com/track/4vwPirpSJCOiIsgxMV4Xcv,https://i.scdn.co/image/ab67616d0000b27345dfafc1fd357391f2e906eb,Ritviz,72beYOeW2sb2yfcS4JsRvb,https://open.spotify.com/artist/72beYOeW2sb2yfcS4JsRvb,0.0112,0.786,181176.0,0.667,0.054,102.046,4.0,0.688,5.0,0.053,0.074,-8.272,1.0,,1.0,,,,,,,,,,,,,,,,,
